"sample_id","celltype_id","n_cells","n_PLA","n_platelet_free","freq_PLA","ci_lower","ci_upper","ci_width","enough_negative_control"
"GSM8571056_HC01","B cells",867,14,853,0.0161476355247982,0.00964280299036669,0.0269212104683107,0.017278407477944,TRUE
"GSM8571055_Abd-S91","B cells",320,5,315,0.015625,0.00669205317892069,0.0360494131889106,0.0293573600099899,TRUE
"GSM8571059_IC08","B cells",1236,18,1218,0.0145631067961165,0.00923147160190063,0.0229028456829805,0.0136713740810799,TRUE
"GSM8571064_Res-S10","B cells",351,5,346,0.0142450142450142,0.00609956090649112,0.0329078844655796,0.0268083235590885,TRUE
"GSM8571067_Res-S146","B cells",589,8,581,0.0135823429541596,0.00689810139196648,0.0265703049171395,0.019672203525173,TRUE
"GSM8571080_Uri-S85","B cells",522,7,515,0.0134099616858238,0.00651064108241817,0.0274187087651713,0.0209080676827531,TRUE
"GSM8571070_Res-S166","B cells",487,6,481,0.0123203285420945,0.00565841676299171,0.0266156679460611,0.0209572511830694,TRUE
"GSM8571073_Res-S19","B cells",179,2,177,0.0111731843575419,0.00306945714433102,0.0398171992588207,0.0367477421144897,TRUE
"GSM8571079_Uri-S157","B cells",1994,12,1982,0.00601805416248746,0.00344594189772511,0.0104898279791943,0.00704388608146916,TRUE
"GSM8571043_Abd-S23","B cells",264,1,263,0.00378787878787879,0.000668966848652653,0.0211404231032019,0.0204714562545493,TRUE
"GSM8571045_Abd-S45","B cells",537,2,535,0.0037243947858473,0.00102195827008321,0.013476669179433,0.0124547109093498,TRUE
