"contrast","group","sender","receiver","ligand","receptor","lr_interaction","id","scaled_lfc_ligand","scaled_p_val_ligand_adapted","scaled_lfc_receptor","scaled_p_val_receptor_adapted","max_scaled_activity","scaled_pb_ligand","scaled_pb_receptor","fraction_expressing_ligand_receptor","prioritization_score","top_group"
"platelet.free-PLA","platelet.free","CD4.T.cells","NK.cells","S100A9","CD36","S100A9_CD36","S100A9_CD36_CD4.T.cells_NK.cells",0.00995694294940797,0.0360602798708288,0.096830985915493,0.192488262910798,0.404503674784968,0.0188504422190979,0.660830958121786,0.725,0.329475551824853,"PLA"
"platelet.free-PLA","platelet.free","Monocytes","CD4.T.cells","LRPAP1","LRP1","LRPAP1_LRP1","LRPAP1_LRP1_Monocytes_CD4.T.cells",0.527987082884822,0.554628632938644,0.0381455399061033,0.028169014084507,0.360525745717686,0.974346940685321,0.0651502213939646,0,0.329081340450668,"PLA"
"platelet.free-PLA","platelet.free","Monocytes","B.cells","ANXA2","TLR2","ANXA2_TLR2","ANXA2_TLR2_Monocytes_B.cells",0.366523143164693,0.278794402583423,0.0246478873239437,0.0158450704225352,0.548314273622057,0.905215888758909,0.177780817659503,0,0.329036038631295,"PLA"
"platelet.free-PLA","platelet.free","CD4.T.cells","CD8.T.cells","THBS1","ITGA6","THBS1_ITGA6","THBS1_ITGA6_CD4.T.cells_CD8.T.cells",0.00834230355220667,0.0118406889128095,0.791666666666667,0.84330985915493,0.304674000834146,0.0136686054910216,0.826767572858403,0,0.328781656387813,"PLA"
"platelet.free-PLA","platelet.free","Monocytes","B.cells","S100A8","AGER","S100A8_AGER","S100A8_AGER_Monocytes_B.cells",0.111410118406889,0.081270182992465,0.109448356807512,0.306924882629108,0.431810468626593,0.876910994281721,0.331741530778233,0.025,0.328331627350756,"PLA"
"platelet.free-PLA","platelet.free","B.cells","B.cells","PF4V1","CXCR3","PF4V1_CXCR3","PF4V1_CXCR3_B.cells_B.cells",0.00269106566200215,0.0382131324004306,0.862676056338028,0.694835680751174,0.395709822991691,0.0374678514322004,0.72303275232711,0,0.325903065721136,"PLA"
"platelet.free-PLA","platelet.free","B.cells","CD4.T.cells","S100A9","ITGB2","S100A9_ITGB2","S100A9_ITGB2_B.cells_CD4.T.cells",0.000538213132400431,0.00861141011840689,0.153169014084507,0.0457746478873239,0.386137971009094,0.157942849623335,0.33206460400268,0.975,0.325865344541071,"PLA"
"platelet.free-PLA","platelet.free","B.cells","CD4.T.cells","S100A8","ITGB2","S100A8_ITGB2","S100A8_ITGB2_B.cells_CD4.T.cells",0.00134553283100108,0.0102260495156082,0.153169014084507,0.0457746478873239,0.400819129740618,0.148475621612214,0.33206460400268,0.95,0.322769496252455,"PLA"
"platelet.free-PLA","platelet.free","CD4.T.cells","B.cells","PF4V1","CXCR3","PF4V1_CXCR3","PF4V1_CXCR3_CD4.T.cells_B.cells",0.0118406889128095,0.00430570505920344,0.862676056338028,0.694835680751174,0.395709822991691,0.001,0.72303275232711,0.025,0.321928606808235,"PLA"
"platelet.free-PLA","platelet.free","NK.cells","CD8.T.cells","THBS1","ITGB1","THBS1_ITGB1","THBS1_ITGB1_NK.cells_CD8.T.cells",0.0923035522066738,0.138858988159311,0.2018779342723,0.0880281690140845,0.304674000834146,0.537506098590897,0.597518510415992,0.225,0.32087215527787,"PLA"
"platelet.free-PLA","platelet.free","CD8.T.cells","CD4.T.cells","TGFB1","ITGB3","TGFB1_ITGB3","TGFB1_ITGB3_CD8.T.cells_CD4.T.cells",0.422497308934338,0.28794402583423,0.00440140845070423,0.00410798122065728,0.693976655909052,0.866311262372825,0.00383357029454199,0,0.320599475132731,"PLA"
"platelet.free-PLA","platelet.free","Monocytes","B.cells","THBS1","ITGB1","THBS1_ITGB1","THBS1_ITGB1_Monocytes_B.cells",0.122174381054898,0.114639397201292,0.509976525821596,0.504694835680751,0.214837159844764,0.530148793770286,0.151597522923983,0.4,0.32038767440305,"PLA"
"platelet.free-PLA","platelet.free","NK.cells","B.cells","S100A8","AGER","S100A8_AGER","S100A8_AGER_NK.cells_B.cells",0.147739504843918,0.353067814854682,0.109448356807512,0.306924882629108,0.431810468626593,0.672328837521343,0.331741530778233,0.025,0.319911852748963,"PLA"
"platelet.free-PLA","platelet.free","CD8.T.cells","Monocytes","FCN1","LRP1","FCN1_LRP1","FCN1_LRP1_CD8.T.cells_Monocytes",0.0766953713670614,0.122174381054898,0.338028169014085,0.224178403755869,0.419498335228775,0.001,0.966616602353239,0.15,0.319608850029662,"PLA"
"platelet.free-PLA","platelet.free","NK.cells","B.cells","PSAP","LRP1","PSAP_LRP1","PSAP_LRP1_NK.cells_B.cells",0.771259418729817,0.666846071044134,0.00293427230046948,0.00352112676056338,0.452374796559006,0.639166579869968,0.102745389943551,0,0.319427868465003,"PLA"
"platelet.free-PLA","platelet.free","NK.cells","Monocytes","THBS1","CD47","THBS1_CD47","THBS1_CD47_NK.cells_Monocytes",0.0923035522066738,0.138858988159311,0.627053990610329,0.680164319248826,0.382603905832764,0.537506098590897,0.001,0.225,0.319216738256038,"PLA"
"platelet.free-PLA","platelet.free","CD4.T.cells","Monocytes","FCN1","LRP1","FCN1_LRP1","FCN1_LRP1_CD4.T.cells_Monocytes",0.0228740581270183,0.0193756727664155,0.338028169014085,0.224178403755869,0.419498335228775,0.0496716068623348,0.966616602353239,0.175,0.318835782712674,"PLA"
"platelet.free-PLA","platelet.free","CD4.T.cells","NK.cells","THBS1","ITGB1","THBS1_ITGB1","THBS1_ITGB1_CD4.T.cells_NK.cells",0.00834230355220667,0.0118406889128095,0.540786384976526,0.546948356807512,0.729213506004514,0.0136686054910216,0.614327974653537,0,0.318528158878933,"PLA"
"platelet.free-PLA","platelet.free","B.cells","CD4.T.cells","CALR","LRP1","CALR_LRP1","CALR_LRP1_B.cells_CD4.T.cells",0.778525296017223,0.686221743810549,0.0381455399061033,0.028169014084507,0.177599053394565,0.894612782987146,0.0651502213939646,0,0.317148809114144,"PLA"
"platelet.free-PLA","platelet.free","Monocytes","B.cells","FCN1","LRP1","FCN1_LRP1","FCN1_LRP1_Monocytes_B.cells",0.45048439181916,0.41227125941873,0.00293427230046948,0.00352112676056338,0.370105960252232,0.994190350043765,0.102745389943551,0,0.316941204231501,"PLA"
"platelet.free-PLA","platelet.free","B.cells","Monocytes","ANXA1","FPR1","ANXA1_FPR1","ANXA1_FPR1_B.cells_Monocytes",0.0252960172228202,0.00161463939720129,0.319542253521127,0.199530516431925,0.510665790998737,0.001,0.965331851404631,0.15,0.316664892614984,"PLA"
"platelet.free-PLA","platelet.free","Monocytes","CD8.T.cells","CCL5","CXCR3","CCL5_CXCR3","CCL5_CXCR3_Monocytes_CD8.T.cells",0.0446716899892357,0.0688912809472551,0.143779342723005,0.0751173708920188,0.358215898684641,0.001,0.918834755340605,0.45,0.315713416050167,"PLA"
"platelet.free-PLA","platelet.free","B.cells","NK.cells","S100A12","TLR4","S100A12_TLR4","S100A12_TLR4_B.cells_NK.cells",0.00215285252960172,0.00376749192680301,0.199237089201878,0.334213615023474,0.478713500094705,0.1280113935873,0.641828666809646,0.375,0.315539847472088,"PLA"
"platelet.free-PLA","platelet.free","B.cells","NK.cells","FCN1","LRP1","FCN1_LRP1","FCN1_LRP1_B.cells_NK.cells",0.0134553283100108,0.00914962325080732,0.146420187793427,0.271713615023474,0.487230229395366,0.218713933563701,0.665326324070967,0.3,0.315273310703149,"PLA"
"platelet.free-PLA","platelet.free","B.cells","CD4.T.cells","THBS1","CD47","THBS1_CD47","THBS1_CD47_B.cells_CD4.T.cells",0.0177610333692142,0.0435952637244349,0.401408450704225,0.322769953051643,0.587310487732619,0.072118640770305,0.838201834203948,0,0.315066385521938,"PLA"
"platelet.free-PLA","platelet.free","Monocytes","Monocytes","TGFB1","ITGB3","TGFB1_ITGB3","TGFB1_ITGB3_Monocytes_Monocytes",0.310010764262648,0.272874058127018,0.0360915492957746,0.00586854460093897,1.001,0.431936571588046,0.0235772097640645,0.1,0.311489373249217,"PLA"
"platelet.free-PLA","platelet.free","B.cells","CD8.T.cells","PF4","CXCR3","PF4_CXCR3","PF4_CXCR3_B.cells_CD8.T.cells",0.00134553283100108,0.0134553283100108,0.143779342723005,0.0751173708920188,0.673524803560987,0.0809365390593831,0.918834755340605,0.075,0.310857480889832,"PLA"
"platelet.free-PLA","platelet.free","CD8.T.cells","CD4.T.cells","S100A8","ITGB2","S100A8_ITGB2","S100A8_ITGB2_CD8.T.cells_CD4.T.cells",0.0570505920344456,0.0974165769644779,0.153169014084507,0.0457746478873239,0.400819129740618,0.001,0.33206460400268,0.95,0.310098191538113,"PLA"
"platelet.free-PLA","platelet.free","B.cells","CD4.T.cells","CALR","ITGA2B","CALR_ITGA2B","CALR_ITGA2B_B.cells_CD4.T.cells",0.778525296017223,0.686221743810549,0.00176056338028169,0.00176056338028169,0.177599053394565,0.894612782987146,0.054027546659432,0,0.310062244389218,"PLA"
"platelet.free-PLA","platelet.free","CD8.T.cells","B.cells","HMGB1","TLR2","HMGB1_TLR2","HMGB1_TLR2_CD8.T.cells_B.cells",0.2502691065662,0.129709364908504,0.0246478873239437,0.0158450704225352,0.724818118788649,0.746236315435602,0.177780817659503,0,0.309845161082391,"PLA"
"platelet.free-PLA","platelet.free","B.cells","CD4.T.cells","PF4","CXCR3","PF4_CXCR3","PF4_CXCR3_B.cells_CD4.T.cells",0.00134553283100108,0.0134553283100108,0.140258215962441,0.0933098591549296,0.775209168313283,0.0809365390593831,0.825906905360165,0.05,0.309372846810337,"PLA"
"PLA-platelet.free","PLA","Monocytes","CD8.T.cells","CALR","TAP2","CALR_TAP2","CALR_TAP2_Monocytes_CD8.T.cells",0.326964477933262,0.257804090419806,0.362969483568075,0.381455399061033,0.4786971794722,0.0177876445378974,0.367166019795259,0.325,0.308874594882741,"platelet.free"
"PLA-platelet.free","PLA","Monocytes","B.cells","CALR","TAP1","CALR_TAP1","CALR_TAP1_Monocytes_B.cells",0.326964477933262,0.257804090419806,0.13849765258216,0.161971830985915,0.384473204871588,0.0177876445378974,0.108108160309518,0.9,0.308831339279929,"platelet.free"
"platelet.free-PLA","platelet.free","NK.cells","NK.cells","PF4","LDLR","PF4_LDLR","PF4_LDLR_NK.cells_NK.cells",0.104951560818084,0.17545748116254,0.162558685446009,0.208920187793427,0.298401396080437,0.291280907869016,0.753283373484745,0.175,0.307318272507372,"PLA"
"platelet.free-PLA","platelet.free","B.cells","CD8.T.cells","CCL5","CXCR3","CCL5_CXCR3","CCL5_CXCR3_B.cells_CD8.T.cells",0.0398277717976319,0.0952637244348762,0.143779342723005,0.0751173708920188,0.358215898684641,0.0845960875363441,0.918834755340605,0.3,0.306440141080893,"PLA"
"platelet.free-PLA","platelet.free","CD4.T.cells","CD4.T.cells","S100A9","ITGB2","S100A9_ITGB2","S100A9_ITGB2_CD4.T.cells_CD4.T.cells",0.00995694294940797,0.0360602798708288,0.153169014084507,0.0457746478873239,0.386137971009094,0.0188504422190979,0.33206460400268,0.975,0.305755576604484,"PLA"
"platelet.free-PLA","platelet.free","CD4.T.cells","CD8.T.cells","PF4","CXCR3","PF4_CXCR3","PF4_CXCR3_CD4.T.cells_CD8.T.cells",0.00995694294940797,0.00807319698600646,0.143779342723005,0.0751173708920188,0.673524803560987,0.0476921900233381,0.918834755340605,0.075,0.305585862616691,"PLA"
"platelet.free-PLA","platelet.free","CD8.T.cells","CD4.T.cells","S100A9","ITGB2","S100A9_ITGB2","S100A9_ITGB2_CD8.T.cells_CD4.T.cells",0.0645855758880517,0.107642626480086,0.153169014084507,0.0457746478873239,0.386137971009094,0.001,0.33206460400268,0.925,0.30496475119696,"PLA"
"platelet.free-PLA","platelet.free","B.cells","NK.cells","VCAN","TLR2","VCAN_TLR2","VCAN_TLR2_B.cells_NK.cells",0.00538213132400431,0.00322927879440258,0.214788732394366,0.353286384976526,0.497954336407513,0.151491118384088,0.691669742062363,0.2,0.304909743433102,"PLA"
"platelet.free-PLA","platelet.free","CD4.T.cells","CD4.T.cells","PF4","CXCR3","PF4_CXCR3","PF4_CXCR3_CD4.T.cells_CD4.T.cells",0.00995694294940797,0.00807319698600646,0.140258215962441,0.0933098591549296,0.775209168313283,0.0476921900233381,0.825906905360165,0.05,0.304101228537196,"PLA"
"platelet.free-PLA","platelet.free","NK.cells","CD4.T.cells","PF4","LDLR","PF4_LDLR","PF4_LDLR_NK.cells_CD4.T.cells",0.104951560818084,0.17545748116254,0.145539906103286,0.174882629107981,0.775209168313283,0.291280907869016,0.431516428070888,0.025,0.303903715474856,"PLA"
"PLA-platelet.free","PLA","Monocytes","Monocytes","CALR","TAP1","CALR_TAP1","CALR_TAP1_Monocytes_Monocytes",0.326964477933262,0.257804090419806,0.359154929577465,0.291079812206573,0.185457354336645,0.0177876445378974,0.001,1,0.303624442323849,"platelet.free"
"platelet.free-PLA","platelet.free","CD4.T.cells","CD4.T.cells","S100A8","ITGB2","S100A8_ITGB2","S100A8_ITGB2_CD4.T.cells_CD4.T.cells",0.00645855758880517,0.0317545748116254,0.153169014084507,0.0457746478873239,0.400819129740618,0.0146642507687496,0.33206460400268,0.95,0.30268773028303,"PLA"
"platelet.free-PLA","platelet.free","CD8.T.cells","CD8.T.cells","PF4","CXCR3","PF4_CXCR3","PF4_CXCR3_CD8.T.cells_CD8.T.cells",0.0419806243272336,0.0290635091496232,0.143779342723005,0.0751173708920188,0.673524803560987,0.001,0.918834755340605,0.075,0.302221663741255,"PLA"
"platelet.free-PLA","platelet.free","B.cells","NK.cells","PF4","CXCR3","PF4_CXCR3","PF4_CXCR3_B.cells_NK.cells",0.00134553283100108,0.0134553283100108,0.838615023474178,0.719483568075117,0.298401396080437,0.0809365390593831,0.620917625691121,0.025,0.301950881196016,"PLA"
"platelet.free-PLA","platelet.free","CD4.T.cells","CD4.T.cells","THBS1","CD47","THBS1_CD47","THBS1_CD47_CD4.T.cells_CD4.T.cells",0.00834230355220667,0.0118406889128095,0.401408450704225,0.322769953051643,0.587310487732619,0.0136686054910216,0.838201834203948,0,0.301893604256339,"PLA"
"platelet.free-PLA","platelet.free","CD4.T.cells","Monocytes","SERPINA1","LRP1","SERPINA1_LRP1","SERPINA1_LRP1_CD4.T.cells_Monocytes",0.0290635091496232,0.0204520990312164,0.338028169014085,0.224178403755869,0.342257850905169,0.0418012798829554,0.966616602353239,0.15,0.301089470602793,"PLA"
"platelet.free-PLA","platelet.free","CD4.T.cells","NK.cells","PF4","CXCR3","PF4_CXCR3","PF4_CXCR3_CD4.T.cells_NK.cells",0.00995694294940797,0.00807319698600646,0.838615023474178,0.719483568075117,0.298401396080437,0.0476921900233381,0.620917625691121,0.05,0.300845929589542,"PLA"
"platelet.free-PLA","platelet.free","Monocytes","Monocytes","THBS1","ITGB1","THBS1_ITGB1","THBS1_ITGB1_Monocytes_Monocytes",0.122174381054898,0.114639397201292,0.376173708920188,0.357981220657277,0.382603905832764,0.530148793770286,0.001,0.4,0.299872842253313,"PLA"
"platelet.free-PLA","platelet.free","Monocytes","B.cells","VCAN","TLR2","VCAN_TLR2","VCAN_TLR2_Monocytes_B.cells",0.153928955866523,0.0885360602798708,0.0246478873239437,0.0158450704225352,0.565965597287381,0.911330871732516,0.177780817659503,0,0.299426045604306,"PLA"
"platelet.free-PLA","platelet.free","Monocytes","B.cells","S100A12","TLR4","S100A12_TLR4","S100A12_TLR4_Monocytes_B.cells",0.0923035522066738,0.0570505920344456,0.028169014084507,0.0234741784037559,0.656499602650107,0.829587970967157,0.204175438055628,0,0.298460280006264,"PLA"
"platelet.free-PLA","platelet.free","B.cells","NK.cells","S100A12","CD36","S100A12_CD36","S100A12_CD36_B.cells_NK.cells",0.00215285252960172,0.00376749192680301,0.096830985915493,0.192488262910798,0.478713500094705,0.1280113935873,0.660830958121786,0.375,0.29836260807419,"PLA"
"platelet.free-PLA","platelet.free","Monocytes","NK.cells","PF4","LDLR","PF4_LDLR","PF4_LDLR_Monocytes_NK.cells",0.0344456404736276,0.0226049515608181,0.162558685446009,0.208920187793427,0.298401396080437,0.239912593145639,0.753283373484745,0.275,0.296810349224627,"PLA"
"platelet.free-PLA","platelet.free","CD4.T.cells","Monocytes","FURIN","LRP1","FURIN_LRP1","FURIN_LRP1_CD4.T.cells_Monocytes",0.0923035522066738,0.11302475780409,0.338028169014085,0.224178403755869,0.358059630347596,0.0473912823993208,0.966616602353239,0.025,0.296805826081752,"PLA"
"platelet.free-PLA","platelet.free","CD8.T.cells","CD4.T.cells","PF4","CXCR3","PF4_CXCR3","PF4_CXCR3_CD8.T.cells_CD4.T.cells",0.0419806243272336,0.0290635091496232,0.140258215962441,0.0933098591549296,0.775209168313283,0.001,0.825906905360165,0.025,0.296570362995094,"PLA"
"platelet.free-PLA","platelet.free","CD8.T.cells","B.cells","TGFB1","ITGB3","TGFB1_ITGB3","TGFB1_ITGB3_CD8.T.cells_B.cells",0.422497308934338,0.28794402583423,0.000586854460093897,0.0258215962441315,0.503412204071633,0.866311262372825,0.0343623289337604,0,0.295418448019102,"PLA"
"platelet.free-PLA","platelet.free","CD4.T.cells","Monocytes","TGFB1","ITGB3","TGFB1_ITGB3","TGFB1_ITGB3_CD4.T.cells_Monocytes",0.185683530678149,0.157158234660926,0.0360915492957746,0.00586854460093897,1.001,0.451087042973812,0.0235772097640645,0.1,0.294677530392628,"PLA"
"platelet.free-PLA","platelet.free","CD8.T.cells","NK.cells","PF4","CXCR3","PF4_CXCR3","PF4_CXCR3_CD8.T.cells_NK.cells",0.0419806243272336,0.0290635091496232,0.838615023474178,0.719483568075117,0.298401396080437,0.001,0.620917625691121,0.025,0.293315064047439,"PLA"
"platelet.free-PLA","platelet.free","NK.cells","CD4.T.cells","PSAP","LRP1","PSAP_LRP1","PSAP_LRP1_NK.cells_CD4.T.cells",0.771259418729817,0.666846071044134,0.0381455399061033,0.028169014084507,0.296911379328862,0.639166579869968,0.0651502213939646,0,0.292239700412512,"PLA"
"platelet.free-PLA","platelet.free","NK.cells","B.cells","ANXA2","TLR2","ANXA2_TLR2","ANXA2_TLR2_NK.cells_B.cells",0.307050592034446,0.305166846071044,0.0246478873239437,0.0158450704225352,0.548314273622057,0.699477048705546,0.177780817659503,0,0.291987889652182,"PLA"
"platelet.free-PLA","platelet.free","NK.cells","B.cells","THBS1","ITGB1","THBS1_ITGB1","THBS1_ITGB1_NK.cells_B.cells",0.0923035522066738,0.138858988159311,0.509976525821596,0.504694835680751,0.214837159844764,0.537506098590897,0.151597522923983,0.225,0.291976288715635,"PLA"
"platelet.free-PLA","platelet.free","NK.cells","B.cells","S100A12","TLR4","S100A12_TLR4","S100A12_TLR4_NK.cells_B.cells",0.128094725511302,0.295748116254037,0.028169014084507,0.0234741784037559,0.656499602650107,0.652530069974386,0.204175438055628,0,0.29182468796782,"PLA"
"platelet.free-PLA","platelet.free","CD8.T.cells","B.cells","CALR","ITGA2B","CALR_ITGA2B","CALR_ITGA2B_CD8.T.cells_B.cells",0.379171151776103,0.271797631862217,0.00117370892018779,0.0211267605633803,0.49431111127566,0.788582915849012,0.125086647974606,0,0.29076921694337,"PLA"
"platelet.free-PLA","platelet.free","B.cells","CD8.T.cells","TGFB1","ENG","TGFB1_ENG","TGFB1_ENG_B.cells_CD8.T.cells",0.206942949407966,0.218514531754575,0.438967136150235,0.447769953051643,0.425315965258923,0.001,0.426123801026769,0.225,0.288922841911317,"PLA"
"platelet.free-PLA","platelet.free","B.cells","Monocytes","THBS1","LRP1","THBS1_LRP1","THBS1_LRP1_B.cells_Monocytes",0.0177610333692142,0.0435952637244349,0.338028169014085,0.224178403755869,0.382603905832764,0.072118640770305,0.966616602353239,0,0.288853430648018,"PLA"
"platelet.free-PLA","platelet.free","CD4.T.cells","NK.cells","S100A12","TLR4","S100A12_TLR4","S100A12_TLR4_CD4.T.cells_NK.cells",0.00753498385360603,0.0177610333692142,0.199237089201878,0.334213615023474,0.478713500094705,0.0236401703563907,0.641828666809646,0.3,0.287259282997471,"PLA"
"platelet.free-PLA","platelet.free","B.cells","B.cells","THBS1","ITGA4","THBS1_ITGA4","THBS1_ITGA4_B.cells_B.cells",0.0177610333692142,0.0435952637244349,0.752347417840376,0.688967136150235,0.214837159844764,0.072118640770305,0.681945474902057,0,0.286706116843209,"PLA"
"platelet.free-PLA","platelet.free","CD4.T.cells","B.cells","HMGB1","TLR2","HMGB1_TLR2","HMGB1_TLR2_CD4.T.cells_B.cells",0.242195909580194,0.148008611410118,0.0246478873239437,0.0158450704225352,0.724818118788649,0.60172850733018,0.177780817659503,0,0.286612697191121,"PLA"
"platelet.free-PLA","platelet.free","Monocytes","CD4.T.cells","CCL5","CXCR3","CCL5_CXCR3","CCL5_CXCR3_Monocytes_CD4.T.cells",0.0446716899892357,0.0688912809472551,0.140258215962441,0.0933098591549296,0.317286519335159,0.001,0.825906905360165,0.4,0.286293157953709,"PLA"
"platelet.free-PLA","platelet.free","CD8.T.cells","NK.cells","S100A12","TLR4","S100A12_TLR4","S100A12_TLR4_CD8.T.cells_NK.cells",0.0468245425188375,0.0575888051668461,0.199237089201878,0.334213615023474,0.478713500094705,0.001,0.641828666809646,0.275,0.285912365476645,"PLA"
"platelet.free-PLA","platelet.free","CD8.T.cells","B.cells","CALR","LRP1","CALR_LRP1","CALR_LRP1_CD8.T.cells_B.cells",0.379171151776103,0.271797631862217,0.00293427230046948,0.00352112676056338,0.49431111127566,0.788582915849012,0.102745389943551,0,0.285725251402983,"PLA"
"platelet.free-PLA","platelet.free","Monocytes","CD4.T.cells","PF4","LDLR","PF4_LDLR","PF4_LDLR_Monocytes_CD4.T.cells",0.0344456404736276,0.0226049515608181,0.145539906103286,0.174882629107981,0.775209168313283,0.239912593145639,0.431516428070888,0.075,0.285062458858778,"PLA"
"platelet.free-PLA","platelet.free","B.cells","NK.cells","THBS1","LRP1","THBS1_LRP1","THBS1_LRP1_B.cells_NK.cells",0.0177610333692142,0.0435952637244349,0.146420187793427,0.271713615023474,0.729213506004514,0.072118640770305,0.665326324070967,0,0.284400586800177,"PLA"
"platelet.free-PLA","platelet.free","Monocytes","B.cells","APP","LRP1","APP_LRP1","APP_LRP1_Monocytes_B.cells",0.298708288482239,0.27448869752422,0.00293427230046948,0.00352112676056338,0.476543641982045,0.837015242664209,0.102745389943551,0,0.284355077853925,"PLA"
"platelet.free-PLA","platelet.free","CD8.T.cells","NK.cells","VCAN","TLR2","VCAN_TLR2","VCAN_TLR2_CD8.T.cells_NK.cells",0.0624327233584499,0.0877287405812702,0.214788732394366,0.353286384976526,0.497954336407513,0.001,0.691669742062363,0.15,0.283290394854197,"PLA"
"platelet.free-PLA","platelet.free","NK.cells","CD4.T.cells","FCN1","LRP1","FCN1_LRP1","FCN1_LRP1_NK.cells_CD4.T.cells",0.357104413347686,0.456404736275565,0.0381455399061033,0.028169014084507,0.453366739332411,0.741023023074465,0.0651502213939646,0,0.283241972601295,"PLA"
"platelet.free-PLA","platelet.free","CD8.T.cells","Monocytes","CALR","ITGA2B","CALR_ITGA2B","CALR_ITGA2B_CD8.T.cells_Monocytes",0.379171151776103,0.271797631862217,0.0264084507042254,0.000586854460093897,0.404921536078205,0.788582915849012,0.0413801425705003,0.125,0.283144439816506,"PLA"
"PLA-platelet.free","PLA","Monocytes","B.cells","CALR","TAP2","CALR_TAP2","CALR_TAP2_Monocytes_B.cells",0.326964477933262,0.257804090419806,0.534917840375587,0.515845070422535,0.384473204871588,0.0177876445378974,0.001,0.475,0.28267109816418,"platelet.free"
"platelet.free-PLA","platelet.free","Monocytes","B.cells","S100A12","CD36","S100A12_CD36","S100A12_CD36_Monocytes_B.cells",0.0923035522066738,0.0570505920344456,0.00997652582159624,0.00645539906103286,0.656499602650107,0.829587970967157,0.127022153319872,0,0.282667126916502,"PLA"
"platelet.free-PLA","platelet.free","Monocytes","B.cells","S100A9","TLR4","S100A9_TLR4","S100A9_TLR4_Monocytes_B.cells",0.11194833153929,0.0710441334768568,0.028169014084507,0.0234741784037559,0.486098303433657,0.881460663796064,0.204175438055628,0,0.281508705672926,"PLA"
"platelet.free-PLA","platelet.free","B.cells","CD4.T.cells","CCL5","CXCR3","CCL5_CXCR3","CCL5_CXCR3_B.cells_CD4.T.cells",0.0398277717976319,0.0952637244348762,0.140258215962441,0.0933098591549296,0.317286519335159,0.0845960875363441,0.825906905360165,0.275,0.281186549651101,"PLA"
"platelet.free-PLA","platelet.free","CD4.T.cells","NK.cells","VCAN","TLR2","VCAN_TLR2","VCAN_TLR2_CD4.T.cells_NK.cells",0.0215285252960172,0.0247578040904198,0.214788732394366,0.353286384976526,0.497954336407513,0.0384465891607463,0.691669742062363,0.15,0.280875231834881,"PLA"
"platelet.free-PLA","platelet.free","CD4.T.cells","Monocytes","CD9","CD36","CD9_CD36","CD9_CD36_CD4.T.cells_Monocytes",0.0352529601722282,0.046286329386437,0.187793427230047,0.102112676056338,0.577388575219049,0.001,0.91761936913297,0,0.280288440129091,"PLA"
"platelet.free-PLA","platelet.free","B.cells","Monocytes","S100A9","ALCAM","S100A9_ALCAM","S100A9_ALCAM_B.cells_Monocytes",0.000538213132400431,0.00861141011840689,0.156983568075117,0.180164319248826,0.479143941011625,0.157942849623335,0.420741556309337,0.45,0.280162850371945,"PLA"
"platelet.free-PLA","platelet.free","B.cells","B.cells","S100A9","ITGB2","S100A9_ITGB2","S100A9_ITGB2_B.cells_B.cells",0.000538213132400431,0.00861141011840689,0.0534037558685446,0.0293427230046948,0.486098303433657,0.157942849623335,0.001,0.975,0.277664867353169,"PLA"
"platelet.free-PLA","platelet.free","NK.cells","B.cells","S100A9","TLR4","S100A9_TLR4","S100A9_TLR4_NK.cells_B.cells",0.154736275565124,0.36275565123789,0.028169014084507,0.0234741784037559,0.486098303433657,0.68920534669395,0.204175438055628,0,0.277341107971479,"PLA"
"platelet.free-PLA","platelet.free","B.cells","B.cells","S100A9","CD68","S100A9_CD68","S100A9_CD68_B.cells_B.cells",0.000538213132400431,0.00861141011840689,0.0440140845070423,0.04518779342723,0.486098303433657,0.157942849623335,0.418377240147665,0.55,0.276932357299533,"PLA"
"platelet.free-PLA","platelet.free","NK.cells","B.cells","S100A12","CD36","S100A12_CD36","S100A12_CD36_NK.cells_B.cells",0.128094725511302,0.295748116254037,0.00997652582159624,0.00645539906103286,0.656499602650107,0.652530069974386,0.127022153319872,0,0.276031534878058,"PLA"
"platelet.free-PLA","platelet.free","CD4.T.cells","Monocytes","THBS1","LRP1","THBS1_LRP1","THBS1_LRP1_CD4.T.cells_Monocytes",0.00834230355220667,0.0118406889128095,0.338028169014085,0.224178403755869,0.382603905832764,0.0136686054910216,0.966616602353239,0,0.275680649382418,"PLA"
"platelet.free-PLA","platelet.free","NK.cells","B.cells","ANXA1","FPR1","ANXA1_FPR1","ANXA1_FPR1_NK.cells_B.cells",0.194025834230355,0.128632938643703,0.00880281690140845,0.00528169014084507,0.412972741697274,0.913635341765279,0.152318840074002,0,0.274549760582452,"PLA"
"platelet.free-PLA","platelet.free","B.cells","Monocytes","THBS1","ITGA4","THBS1_ITGA4","THBS1_ITGA4_B.cells_Monocytes",0.0177610333692142,0.0435952637244349,0.77406103286385,0.883802816901408,0.382603905832764,0.072118640770305,0.33191968111094,0,0.27437538352391,"PLA"
"platelet.free-PLA","platelet.free","CD8.T.cells","B.cells","ANXA1","FPR1","ANXA1_FPR1","ANXA1_FPR1_CD8.T.cells_B.cells",0.254574811625404,0.102260495156082,0.00880281690140845,0.00528169014084507,0.412972741697274,0.893262459340256,0.152318840074002,0,0.274002324670567,"PLA"
