"contrast","sender","receiver","ligand","receptor","lfc_ligand","lfc_receptor","ligand_receptor_lfc_avg","p_val_ligand","p_adj_ligand","p_val_receptor","p_adj_receptor"
"PLA-platelet.free","Monocytes","B.cells","S100A12","CD36",1.14,4.82,2.98,1.28e-13,3.32e-11,2.7e-22,5.63e-20
"PLA-platelet.free","B.cells","NK.cells","S100A12","TLR4",5.54,0.408,2.974,4.25e-26,4.27e-23,0.0854,0.303
"PLA-platelet.free","CD4.T.cells","B.cells","SPARC","ENG",4.85,1.09,2.97,1.51e-26,1.73e-23,0.00671,0.0178
"PLA-platelet.free","CD4.T.cells","NK.cells","THBS1","CD36",5.05,0.888,2.969,4.69e-24,1.64e-21,0.000308,0.00752
"PLA-platelet.free","Monocytes","B.cells","NRG1","ITGB3",0.568,5.37,2.969,7.54e-08,2.81e-06,1.22e-17,6.41e-16
"PLA-platelet.free","NK.cells","B.cells","ADAM15","ITGB3",0.567,5.37,2.9685,3.87e-06,0.000344,1.22e-17,6.41e-16
"PLA-platelet.free","CD4.T.cells","B.cells","ADAM15","ITGB3",0.565,5.37,2.9675,3.33e-09,2.85e-08,1.22e-17,6.41e-16
"PLA-platelet.free","Monocytes","B.cells","THBS1","LRP1",0.815,5.12,2.9675,4.94e-09,3e-07,1.83e-24,6.92e-22
"PLA-platelet.free","B.cells","B.cells","GP1BA","ITGB2",4.24,1.69,2.965,5.19e-08,4.88e-07,4.62e-17,2.27e-15
"PLA-platelet.free","CD4.T.cells","B.cells","GRN","TNFRSF1A",1.71,4.22,2.965,1.76e-15,5.44e-14,2.8e-22,5.63e-20
"PLA-platelet.free","Monocytes","B.cells","CCL5","CCR1",2.21,3.72,2.965,2.25e-12,3.52e-10,9.05e-15,3e-13
"platelet.free-PLA","CD4.T.cells","NK.cells","BTLA","CD79A",0.783,5.14,2.9615,2.57e-10,2.82e-09,3.1e-24,6.72e-21
"PLA-platelet.free","CD4.T.cells","NK.cells","S100A9","CD36",5.02,0.888,2.954,1.09e-17,5.33e-16,0.000308,0.00752
"PLA-platelet.free","B.cells","B.cells","PSAP","SORT1",1.9,4,2.95,1.66e-19,1.33e-17,1.43e-12,3.11e-11
"PLA-platelet.free","CD4.T.cells","B.cells","S100A8","AGER",5.1,0.795,2.9475,1.58e-18,9.59e-17,0.0407,0.0804
"PLA-platelet.free","B.cells","CD4.T.cells","RETN","GPR25",5.05,0.835,2.9425,2.88e-21,4.43e-19,3.14e-06,1.49e-05
"PLA-platelet.free","B.cells","B.cells","VCAN","CD44",5.14,0.736,2.938,3.5e-26,3.96e-23,1.19e-08,1.22e-07
"PLA-platelet.free","B.cells","Monocytes","PF4","LDLR",5.58,0.288,2.934,5.55e-23,1.36e-20,0.00636,0.0377
"PLA-platelet.free","NK.cells","B.cells","TGFBI","ITGB3",0.486,5.37,2.928,0.0257,0.146,1.22e-17,6.41e-16
"PLA-platelet.free","CD4.T.cells","B.cells","TGFB1","ITGB3",0.485,5.37,2.9275,3.22e-06,1.53e-05,1.22e-17,6.41e-16
"PLA-platelet.free","Monocytes","CD4.T.cells","THBS1","ITGB3",0.815,5.04,2.9275,4.94e-09,3e-07,3.08e-24,1.24e-21
"PLA-platelet.free","B.cells","NK.cells","IL1RN","IL1R2",4.79,1.06,2.925,2.61e-13,6.59e-12,3.43e-05,0.00164
"PLA-platelet.free","B.cells","B.cells","HEBP1","FPR2",1.17,4.67,2.92,3.22e-07,2.62e-06,2.06e-14,6.42e-13
"PLA-platelet.free","B.cells","NK.cells","S100A9","ITGB2",5.62,0.219,2.9195,2.81e-25,1.7e-22,4.23e-05,0.00194
"PLA-platelet.free","CD4.T.cells","B.cells","HLA.DMB","CD4",1.49,4.34,2.915,1e-14,2.7e-13,1.28e-13,3.45e-12
"PLA-platelet.free","B.cells","NK.cells","CD14","PLXND1",5.28,0.536,2.908,7.34e-26,6.34e-23,0.00096,0.0168
"PLA-platelet.free","CD4.T.cells","B.cells","S100A9","AGER",5.02,0.795,2.9075,1.09e-17,5.33e-16,0.0407,0.0804
"PLA-platelet.free","B.cells","NK.cells","HP","ASGR1",4.93,0.874,2.902,8.63e-15,2.9e-13,0.000363,0.00848
"PLA-platelet.free","B.cells","NK.cells","S100A8","ITGB2",5.58,0.219,2.8995,6.43e-25,2.91e-22,4.23e-05,0.00194
"PLA-platelet.free","B.cells","B.cells","GRN","TNFRSF1A",1.57,4.22,2.895,1.3e-14,4.17e-13,2.8e-22,5.63e-20
"PLA-platelet.free","B.cells","B.cells","TGFB1","ITGB3",0.419,5.37,2.8945,0.000464,0.00181,1.22e-17,6.41e-16
"PLA-platelet.free","CD4.T.cells","B.cells","HLA.DQA1","CD4",1.44,4.34,2.89,6.16e-14,1.41e-12,1.28e-13,3.45e-12
"PLA-platelet.free","CD4.T.cells","B.cells","HLA.DRB5","CD4",1.44,4.34,2.89,3.32e-18,1.87e-16,1.28e-13,3.45e-12
"PLA-platelet.free","B.cells","Monocytes","S100A9","TLR4",5.62,0.143,2.8815,2.81e-25,1.7e-22,0.0131,0.0648
"PLA-platelet.free","CD8.T.cells","B.cells","VCAN","TLR2",1.61,4.15,2.88,1.15e-10,8.58e-09,8.66e-20,7.54e-18
"PLA-platelet.free","Monocytes","B.cells","S100A8","CD36",0.934,4.82,2.877,3.5e-11,3.94e-09,2.7e-22,5.63e-20
"PLA-platelet.free","Monocytes","B.cells","S100A9","CD36",0.931,4.82,2.8755,3.55e-12,5.18e-10,2.7e-22,5.63e-20
"PLA-platelet.free","B.cells","CD4.T.cells","CD9","CD36",1.2,4.55,2.875,7.16e-05,0.000347,6.76e-22,1.56e-19
"PLA-platelet.free","B.cells","B.cells","MPIG6B","AGER",4.95,0.795,2.8725,2.56e-21,4.14e-19,0.0407,0.0804
"PLA-platelet.free","B.cells","Monocytes","VCAN","SELL",5.14,0.603,2.8715,3.5e-26,3.96e-23,3.34e-11,3.81e-09
"PLA-platelet.free","CD4.T.cells","NK.cells","S100A9","ALCAM",5.02,0.718,2.869,1.09e-17,5.33e-16,0.00311,0.0374
"PLA-platelet.free","B.cells","CD8.T.cells","S100A9","ITGB2",5.62,0.113,2.8665,2.81e-25,1.7e-22,0.00157,0.01
"PLA-platelet.free","CD8.T.cells","B.cells","S100A8","TLR4",1.67,4.06,2.865,7.16e-10,4.29e-08,3.5e-18,2.04e-16
"PLA-platelet.free","B.cells","Monocytes","S100A9","ITGB2",5.62,0.105,2.8625,2.81e-25,1.7e-22,0.0118,0.0601
"PLA-platelet.free","B.cells","Monocytes","S100A8","TLR4",5.58,0.143,2.8615,6.43e-25,2.91e-22,0.0131,0.0648
"PLA-platelet.free","NK.cells","B.cells","HP","CD163",1.23,4.49,2.86,7.1e-05,0.00277,4.65e-17,2.28e-15
"PLA-platelet.free","CD4.T.cells","B.cells","GRN","SORT1",1.71,4,2.855,1.76e-15,5.44e-14,1.43e-12,3.11e-11
"PLA-platelet.free","B.cells","CD8.T.cells","S100A8","ITGB2",5.58,0.113,2.8465,6.43e-25,2.91e-22,0.00157,0.01
"PLA-platelet.free","NK.cells","CD4.T.cells","THBS1","CD36",1.14,4.55,2.845,2.36e-07,3.81e-05,6.76e-22,1.56e-19
"PLA-platelet.free","Monocytes","CD4.T.cells","S100A12","CD36",1.14,4.55,2.845,1.28e-13,3.32e-11,6.76e-22,1.56e-19
"PLA-platelet.free","B.cells","Monocytes","S100A8","ITGB2",5.58,0.105,2.8425,6.43e-25,2.91e-22,0.0118,0.0601
"PLA-platelet.free","B.cells","Monocytes","S100A12","TLR4",5.54,0.143,2.8415,4.25e-26,4.27e-23,0.0131,0.0648
"PLA-platelet.free","B.cells","NK.cells","PPBP","CXCR2",5.34,0.341,2.8405,1e-22,2.39e-20,0.0374,0.185
"PLA-platelet.free","CD4.T.cells","B.cells","MPIG6B","AGER",4.87,0.795,2.8325,1.7e-28,6.85e-25,0.0407,0.0804
"PLA-platelet.free","CD4.T.cells","CD4.T.cells","S100A8","ITGB2",5.1,0.561,2.8305,1.58e-18,9.59e-17,4.61e-14,1.08e-12
"PLA-platelet.free","NK.cells","B.cells","IL1RN","IL1R2",0.857,4.8,2.8285,0.000432,0.00957,1.12e-12,2.55e-11
"PLA-platelet.free","CD8.T.cells","B.cells","S100A9","TLR4",1.59,4.06,2.825,2.29e-09,1.09e-07,3.5e-18,2.04e-16
"PLA-platelet.free","B.cells","NK.cells","THBS1","CD36",4.76,0.888,2.824,6.14e-16,2.53e-14,0.000308,0.00752
"PLA-platelet.free","B.cells","Monocytes","PECAM1","ITGB3",2.16,3.48,2.82,6.44e-16,2.63e-14,9.41e-24,1.65e-20
"PLA-platelet.free","Monocytes","B.cells","THBS1","CD36",0.815,4.82,2.8175,4.94e-09,3e-07,2.7e-22,5.63e-20
"PLA-platelet.free","CD4.T.cells","NK.cells","THBS1","LRP1",5.05,0.581,2.8155,4.69e-24,1.64e-21,0.0148,0.104
"PLA-platelet.free","CD4.T.cells","CD4.T.cells","PF4","CXCR3",5.02,0.602,2.811,1.21e-25,7.12e-23,5.16e-09,4.28e-08
"PLA-platelet.free","B.cells","NK.cells","PPBP","CXCR1",5.34,0.28,2.81,1e-22,2.39e-20,0.127,0.378
"PLA-platelet.free","CD4.T.cells","CD4.T.cells","RETN","GPR25",4.78,0.835,2.8075,1.36e-22,3.9e-20,3.14e-06,1.49e-05
"PLA-platelet.free","B.cells","NK.cells","TYROBP","TREM1",4.85,0.763,2.8065,1.19e-25,7.77e-23,0.00237,0.0313
"PLA-platelet.free","B.cells","Monocytes","S100A9","AGER",5.62,-0.0081,2.80595,2.81e-25,1.7e-22,0.948,0.984
"PLA-platelet.free","CD4.T.cells","CD4.T.cells","CD14","PLXND1",4.32,1.29,2.805,2.99e-21,5.6e-19,6.28e-10,6.27e-09
"PLA-platelet.free","CD4.T.cells","CD8.T.cells","PF4","CXCR3",5.02,0.588,2.804,1.21e-25,7.12e-23,1.08e-10,8.22e-09
"PLA-platelet.free","Monocytes","CD4.T.cells","NRG1","ITGB3",0.568,5.04,2.804,7.54e-08,2.81e-06,3.08e-24,1.24e-21
"PLA-platelet.free","NK.cells","CD4.T.cells","ADAM15","ITGB3",0.567,5.04,2.8035,3.87e-06,0.000344,3.08e-24,1.24e-21
"PLA-platelet.free","CD4.T.cells","CD4.T.cells","ADAM15","ITGB3",0.565,5.04,2.8025,3.33e-09,2.85e-08,3.08e-24,1.24e-21
"PLA-platelet.free","CD4.T.cells","CD4.T.cells","PF4","LDLR",5.02,0.584,2.802,1.21e-25,7.12e-23,8.27e-05,0.000285
"PLA-platelet.free","B.cells","B.cells","TNFSF13","TNFRSF1A",1.37,4.22,2.795,2.44e-09,2.86e-08,2.8e-22,5.63e-20
"PLA-platelet.free","NK.cells","B.cells","S100A12","CD36",0.77,4.82,2.795,0.0148,0.104,2.7e-22,5.63e-20
"PLA-platelet.free","CD4.T.cells","CD4.T.cells","S100A9","ITGB2",5.02,0.561,2.7905,1.09e-17,5.33e-16,4.61e-14,1.08e-12
"PLA-platelet.free","B.cells","B.cells","ESAM","ESAM",2.79,2.79,2.79,3.12e-10,4.22e-09,3.12e-10,4.22e-09
"PLA-platelet.free","B.cells","CD4.T.cells","VCAN","ITGB1",5.14,0.435,2.7875,3.5e-26,3.96e-23,7.23e-07,3.93e-06
"PLA-platelet.free","Monocytes","B.cells","TGFB1","ITGB3",0.203,5.37,2.7865,0.00636,0.0377,1.22e-17,6.41e-16
"PLA-platelet.free","B.cells","Monocytes","S100A8","AGER",5.58,-0.0081,2.78595,6.43e-25,2.91e-22,0.948,0.984
"PLA-platelet.free","B.cells","B.cells","GRN","SORT1",1.57,4,2.785,1.3e-14,4.17e-13,1.43e-12,3.11e-11
"PLA-platelet.free","CD4.T.cells","Monocytes","S100A9","ALCAM",5.02,0.549,2.7845,1.09e-17,5.33e-16,0.000125,0.00155
"PLA-platelet.free","NK.cells","B.cells","FURIN","LRP1",0.444,5.12,2.782,0.000196,0.0057,1.83e-24,6.92e-22
"PLA-platelet.free","CD4.T.cells","CD4.T.cells","PF4V1","CXCR3",4.96,0.602,2.781,4.29e-26,3.62e-23,5.16e-09,4.28e-08
"PLA-platelet.free","CD8.T.cells","B.cells","ANXA2","DYSF",0.536,5.02,2.778,6.25e-12,8.65e-10,2.36e-18,1.41e-16
"PLA-platelet.free","Monocytes","B.cells","CD9","CD36",0.73,4.82,2.775,0.000172,0.00202,2.7e-22,5.63e-20
"PLA-platelet.free","CD4.T.cells","B.cells","LYZ","ITGAL",4.1,1.45,2.775,9.12e-18,4.57e-16,1.85e-09,2.21e-08
"PLA-platelet.free","CD4.T.cells","CD8.T.cells","PF4V1","CXCR3",4.96,0.588,2.774,4.29e-26,3.62e-23,1.08e-10,8.22e-09
"PLA-platelet.free","CD4.T.cells","NK.cells","PF4","LDLR",5.02,0.526,2.773,1.21e-25,7.12e-23,0.000986,0.0171
"PLA-platelet.free","B.cells","B.cells","ADAM15","ITGA5",1.31,4.23,2.77,1.06e-06,7.74e-06,5.64e-16,2.35e-14
"PLA-platelet.free","B.cells","CD8.T.cells","VCAN","ITGB1",5.14,0.397,2.7685,3.5e-26,3.96e-23,1.22e-09,6.44e-08
"PLA-platelet.free","CD4.T.cells","Monocytes","S100A8","CD36",5.1,0.433,2.7665,1.58e-18,9.59e-17,2.09e-08,9.58e-07
"PLA-platelet.free","Monocytes","B.cells","HP","CD163",1.04,4.49,2.765,3.16e-13,7.69e-11,4.65e-17,2.28e-15
"PLA-platelet.free","NK.cells","CD4.T.cells","TGFBI","ITGB3",0.486,5.04,2.763,0.0257,0.146,3.08e-24,1.24e-21
"PLA-platelet.free","CD4.T.cells","CD4.T.cells","TGFB1","ITGB3",0.485,5.04,2.7625,3.22e-06,1.53e-05,3.08e-24,1.24e-21
"PLA-platelet.free","B.cells","B.cells","APP","FPR2",0.854,4.67,2.762,3.49e-06,2.29e-05,2.06e-14,6.42e-13
"PLA-platelet.free","CD4.T.cells","B.cells","IL32","ITGB3",0.152,5.37,2.761,0.0161,0.0312,1.22e-17,6.41e-16
"PLA-platelet.free","B.cells","B.cells","S100A9","ALCAM",5.62,-0.0984,2.7608,2.81e-25,1.7e-22,0.735,0.804
"PLA-platelet.free","B.cells","B.cells","LRPAP1","LRP1",0.397,5.12,2.7585,0.00136,0.00456,1.83e-24,6.92e-22
"PLA-platelet.free","CD4.T.cells","Monocytes","S100A12","CD36",5.08,0.433,2.7565,5.24e-22,1.36e-19,2.09e-08,9.58e-07
"PLA-platelet.free","CD4.T.cells","B.cells","CD59","STAB1",0.61,4.9,2.755,2.96e-09,2.57e-08,3.23e-21,4.79e-19
"PLA-platelet.free","CD4.T.cells","B.cells","APP","LRP1",0.39,5.12,2.755,0.0149,0.0291,1.83e-24,6.92e-22
"PLA-platelet.free","B.cells","NK.cells","VCAN","TLR2",5.14,0.368,2.754,3.5e-26,3.96e-23,0.133,0.388
"PLA-platelet.free","CD4.T.cells","NK.cells","S100A8","TLR4",5.1,0.408,2.754,1.58e-18,9.59e-17,0.0854,0.303
"PLA-platelet.free","NK.cells","B.cells","APP","LRP1",0.386,5.12,2.753,0.0307,0.163,1.83e-24,6.92e-22
"PLA-platelet.free","CD4.T.cells","B.cells","HLA.DMA","CD4",1.16,4.34,2.75,6.65e-18,3.5e-16,1.28e-13,3.45e-12
"PLA-platelet.free","CD8.T.cells","B.cells","ADAM15","ITGB3",0.124,5.37,2.747,0.242,0.438,1.22e-17,6.41e-16
"PLA-platelet.free","B.cells","NK.cells","HP","ITGAM",4.93,0.562,2.746,8.63e-15,2.9e-13,1.48e-06,0.000176
"PLA-platelet.free","B.cells","CD4.T.cells","HP","ITGB2",4.93,0.561,2.7455,8.63e-15,2.9e-13,4.61e-14,1.08e-12
"PLA-platelet.free","CD4.T.cells","NK.cells","S100A12","TLR4",5.08,0.408,2.744,5.24e-22,1.36e-19,0.0854,0.303
"PLA-platelet.free","CD4.T.cells","CD4.T.cells","THBS1","ITGB1",5.05,0.435,2.7425,4.69e-24,1.64e-21,7.23e-07,3.93e-06
"PLA-platelet.free","Monocytes","CD4.T.cells","S100A8","CD36",0.934,4.55,2.742,3.5e-11,3.94e-09,6.76e-22,1.56e-19
"PLA-platelet.free","CD4.T.cells","Monocytes","THBS1","CD36",5.05,0.433,2.7415,4.69e-24,1.64e-21,2.09e-08,9.58e-07
"PLA-platelet.free","Monocytes","CD4.T.cells","S100A9","CD36",0.931,4.55,2.7405,3.55e-12,5.18e-10,6.76e-22,1.56e-19
"PLA-platelet.free","B.cells","NK.cells","FCN1","LRP1",4.89,0.581,2.7355,3.44e-25,1.84e-22,0.0148,0.104
"PLA-platelet.free","NK.cells","B.cells","ANXA1","DYSF",0.451,5.02,2.7355,5.02e-08,1.12e-05,2.36e-18,1.41e-16
"PLA-platelet.free","CD4.T.cells","Monocytes","PECAM1","ITGB3",1.99,3.48,2.735,8.71e-14,1.95e-12,9.41e-24,1.65e-20
"PLA-platelet.free","B.cells","NK.cells","MPIG6B","OSCAR",4.95,0.518,2.734,2.56e-21,4.14e-19,0.0294,0.16
"PLA-platelet.free","B.cells","CD4.T.cells","TGFB1","ITGB3",0.419,5.04,2.7295,0.000464,0.00181,3.08e-24,1.24e-21
"PLA-platelet.free","B.cells","NK.cells","RETN","TLR4",5.05,0.408,2.729,2.88e-21,4.43e-19,0.0854,0.303
"PLA-platelet.free","Monocytes","B.cells","ANXA1","DYSF",0.437,5.02,2.7285,3.71e-12,5.34e-10,2.36e-18,1.41e-16
"PLA-platelet.free","CD4.T.cells","Monocytes","S100A9","CD36",5.02,0.433,2.7265,1.09e-17,5.33e-16,2.09e-08,9.58e-07
"PLA-platelet.free","CD8.T.cells","B.cells","TGFB1","ITGB3",0.0798,5.37,2.7249,0.0119,0.0496,1.22e-17,6.41e-16
"PLA-platelet.free","CD4.T.cells","CD8.T.cells","THBS1","ITGB1",5.05,0.397,2.7235,4.69e-24,1.64e-21,1.22e-09,6.44e-08
"PLA-platelet.free","B.cells","CD4.T.cells","F13A1","ITGB1",5.01,0.435,2.7225,3.08e-22,6.07e-20,7.23e-07,3.93e-06
"PLA-platelet.free","NK.cells","B.cells","S100A8","CD36",0.621,4.82,2.7205,0.0845,0.302,2.7e-22,5.63e-20
"PLA-platelet.free","CD4.T.cells","B.cells","NAMPT","ITGA5",1.21,4.23,2.72,3e-10,3.25e-09,5.64e-16,2.35e-14
"PLA-platelet.free","CD4.T.cells","B.cells","HLA.DQB1","CD4",1.1,4.34,2.72,2.11e-17,9.56e-16,1.28e-13,3.45e-12
"PLA-platelet.free","CD8.T.cells","B.cells","IL32","ITGB3",0.0666,5.37,2.7183,0.0298,0.0984,1.22e-17,6.41e-16
"PLA-platelet.free","CD4.T.cells","B.cells","CALR","ITGA2B",0.136,5.3,2.718,0.00112,0.00292,1.37e-18,8.5e-17
"PLA-platelet.free","CD4.T.cells","NK.cells","PPBP","CXCR2",5.09,0.341,2.7155,2.91e-24,1.23e-21,0.0374,0.185
"PLA-platelet.free","CD4.T.cells","NK.cells","S100A9","TLR4",5.02,0.408,2.714,1.09e-17,5.33e-16,0.0854,0.303
"PLA-platelet.free","Monocytes","B.cells","FURIN","LRP1",0.307,5.12,2.7135,0.000117,0.00147,1.83e-24,6.92e-22
"PLA-platelet.free","CD4.T.cells","CD4.T.cells","CALR","ITGA2B",0.136,5.29,2.713,0.00112,0.00292,4.51e-28,9.74e-25
"PLA-platelet.free","CD8.T.cells","B.cells","CD59","STAB1",0.523,4.9,2.7115,2.12e-05,0.00029,3.23e-21,4.79e-19
"PLA-platelet.free","Monocytes","B.cells","TGFBI","ITGB3",0.0529,5.37,2.71145,0.317,0.566,1.22e-17,6.41e-16
"PLA-platelet.free","CD8.T.cells","B.cells","CALR","ITGA2B",0.121,5.3,2.7105,0.0062,0.03,1.37e-18,8.5e-17
"PLA-platelet.free","NK.cells","B.cells","S100A9","CD36",0.596,4.82,2.708,0.106,0.339,2.7e-22,5.63e-20
"PLA-platelet.free","NK.cells","B.cells","TGFB1","ITGB3",0.0441,5.37,2.70705,0.455,0.748,1.22e-17,6.41e-16
"PLA-platelet.free","CD8.T.cells","CD4.T.cells","CALR","ITGA2B",0.121,5.29,2.7055,0.0062,0.03,4.51e-28,9.74e-25
"PLA-platelet.free","B.cells","CD8.T.cells","F13A1","ITGB1",5.01,0.397,2.7035,3.08e-22,6.07e-20,1.22e-09,6.44e-08
"PLA-platelet.free","B.cells","B.cells","CALM3","MYLK",1.01,4.39,2.7,4.18e-13,1.02e-11,6.69e-11,1.05e-09
"PLA-platelet.free","B.cells","Monocytes","HP","ASGR2",4.93,0.47,2.7,8.63e-15,2.9e-13,2.37e-07,7.93e-06
"PLA-platelet.free","NK.cells","B.cells","IGFBP7","MPIG6B",0.442,4.95,2.696,0.000265,0.00688,2.56e-21,4.14e-19
"PLA-platelet.free","NK.cells","CD4.T.cells","HP","ASGR1",1.23,4.16,2.695,7.1e-05,0.00277,3.7e-18,2.03e-16
"PLA-platelet.free","CD4.T.cells","NK.cells","MPIG6B","OSCAR",4.87,0.518,2.694,1.7e-28,6.85e-25,0.0294,0.16
"PLA-platelet.free","NK.cells","B.cells","CIB1","ITGB3",0.013,5.37,2.6915,0.811,0.953,1.22e-17,6.41e-16
"PLA-platelet.free","CD4.T.cells","B.cells","MFGE8","ITGB3",0.00748,5.37,2.68874,0.949,0.969,1.22e-17,6.41e-16
"PLA-platelet.free","B.cells","Monocytes","IL1RN","IL1R2",4.79,0.581,2.6855,2.61e-13,6.59e-12,5.77e-09,3.27e-07
"PLA-platelet.free","CD4.T.cells","NK.cells","PPBP","CXCR1",5.09,0.28,2.685,2.91e-24,1.23e-21,0.127,0.378
"PLA-platelet.free","Monocytes","CD4.T.cells","THBS1","CD36",0.815,4.55,2.6825,4.94e-09,3e-07,6.76e-22,1.56e-19
"PLA-platelet.free","B.cells","B.cells","KIAA0319L","SIGLEC9",0.554,4.81,2.682,0.0168,0.0386,1.4e-16,6.22e-15
"PLA-platelet.free","B.cells","B.cells","SIGLEC9","KIAA0319L",4.81,0.554,2.682,1.4e-16,6.22e-15,0.0168,0.0386
"PLA-platelet.free","B.cells","CD4.T.cells","JAML","CD320",5.04,0.311,2.6755,4.43e-25,2.11e-22,0.00012,0.000398
"PLA-platelet.free","CD4.T.cells","B.cells","CD320","JAML",0.311,5.04,2.6755,0.00012,0.000398,4.43e-25,2.11e-22
"PLA-platelet.free","B.cells","CD4.T.cells","LYZ","ITGAL",5,0.346,2.673,1.24e-24,4.88e-22,2.35e-06,1.14e-05
"PLA-platelet.free","B.cells","NK.cells","SIGLEC9","CD33",4.81,0.533,2.6715,1.4e-16,6.22e-15,0.015,0.105
"PLA-platelet.free","CD8.T.cells","B.cells","CIB1","ITGB3",-0.0274,5.37,2.6713,0.345,0.55,1.22e-17,6.41e-16
"PLA-platelet.free","B.cells","CD8.T.cells","HP","ITGAM",4.93,0.412,2.671,8.63e-15,2.9e-13,1.08e-05,0.000163
"PLA-platelet.free","B.cells","NK.cells","THBS1","LRP1",4.76,0.581,2.6705,6.14e-16,2.53e-14,0.0148,0.104
"PLA-platelet.free","B.cells","NK.cells","HP","TLR4",4.93,0.408,2.669,8.63e-15,2.9e-13,0.0854,0.303
"PLA-platelet.free","Monocytes","B.cells","APP","LRP1",0.217,5.12,2.6685,0.00669,0.0392,1.83e-24,6.92e-22
"PLA-platelet.free","B.cells","NK.cells","TREML1","KIR3DL1",5.33,0.00419,2.667095,1e-18,6.45e-17,0.98,0.995
"PLA-platelet.free","B.cells","Monocytes","CD14","PLXND1",5.28,0.0524,2.6662,7.34e-26,6.34e-23,0.491,0.721
"PLA-platelet.free","NK.cells","B.cells","ANXA1","FPR1",0.451,4.88,2.6655,5.02e-08,1.12e-05,6.88e-24,2.15e-21
"PLA-platelet.free","B.cells","NK.cells","SIGLEC9","SIGLEC9",4.81,0.518,2.664,1.4e-16,6.22e-15,0.000737,0.014
"PLA-platelet.free","NK.cells","B.cells","SIGLEC9","SIGLEC9",0.518,4.81,2.664,0.000737,0.014,1.4e-16,6.22e-15
"PLA-platelet.free","B.cells","CD8.T.cells","S100A8","CD69",5.58,-0.256,2.662,6.43e-25,2.91e-22,2.52e-05,0.000334
"PLA-platelet.free","NK.cells","CD4.T.cells","S100A12","CD36",0.77,4.55,2.66,0.0148,0.104,6.76e-22,1.56e-19
"PLA-platelet.free","CD4.T.cells","NK.cells","S100A8","ITGB2",5.1,0.219,2.6595,1.58e-18,9.59e-17,4.23e-05,0.00194
"PLA-platelet.free","B.cells","CD8.T.cells","VCAN","ITGA4",5.14,0.178,2.659,3.5e-26,3.96e-23,6.1e-06,0.000101
"PLA-platelet.free","Monocytes","B.cells","ANXA1","FPR1",0.437,4.88,2.6585,3.71e-12,5.34e-10,6.88e-24,2.15e-21
"PLA-platelet.free","NK.cells","B.cells","CIB1","ITGA2B",0.013,5.3,2.6565,0.811,0.953,1.37e-18,8.5e-17
"PLA-platelet.free","NK.cells","CD4.T.cells","IGFBP7","MPIG6B",0.442,4.87,2.656,0.000265,0.00688,1.7e-28,6.85e-25
"PLA-platelet.free","B.cells","NK.cells","VCAN","SELL",5.14,0.172,2.656,3.5e-26,3.96e-23,0.183,0.466
"PLA-platelet.free","CD4.T.cells","Monocytes","PF4","LDLR",5.02,0.288,2.654,1.21e-25,7.12e-23,0.00636,0.0377
"PLA-platelet.free","CD8.T.cells","B.cells","ANXA1","DYSF",0.288,5.02,2.654,1.19e-09,6.44e-08,2.36e-18,1.41e-16
"PLA-platelet.free","NK.cells","B.cells","SIGLEC9","CD33",0.518,4.79,2.654,0.000737,0.014,3.56e-18,2.06e-16
"PLA-platelet.free","B.cells","Monocytes","VCAN","CD44",5.14,0.163,2.6515,3.5e-26,3.96e-23,0.000209,0.00238
"PLA-platelet.free","NK.cells","CD4.T.cells","CIB1","ITGA2B",0.013,5.29,2.6515,0.811,0.953,4.51e-28,9.74e-25
"PLA-platelet.free","B.cells","CD4.T.cells","PSAP","LRP1",1.9,3.4,2.65,1.66e-19,1.33e-17,4.19e-17,1.71e-15
"PLA-platelet.free","CD8.T.cells","B.cells","PSAP","LRP1",0.18,5.12,2.65,6.82e-05,0.000766,1.83e-24,6.92e-22
"PLA-platelet.free","NK.cells","B.cells","HP","TLR4",1.23,4.06,2.645,7.1e-05,0.00277,3.5e-18,2.04e-16
"PLA-platelet.free","CD4.T.cells","B.cells","ANXA2","TLR2",1.13,4.15,2.64,9.34e-21,1.25e-18,8.66e-20,7.54e-18
"PLA-platelet.free","Monocytes","CD4.T.cells","CD9","CD36",0.73,4.55,2.64,0.000172,0.00202,6.76e-22,1.56e-19
"PLA-platelet.free","B.cells","Monocytes","S100A9","CD68",5.62,-0.344,2.638,2.81e-25,1.7e-22,1.85e-07,6.37e-06
"PLA-platelet.free","Monocytes","B.cells","PECAM1","ITGB3",-0.0946,5.37,2.6377,0.0983,0.268,1.22e-17,6.41e-16
"PLA-platelet.free","Monocytes","B.cells","ADAM15","ITGB3",-0.0947,5.37,2.63765,0.113,0.294,1.22e-17,6.41e-16
"PLA-platelet.free","CD8.T.cells","B.cells","CIB1","ITGA2B",-0.0274,5.3,2.6363,0.345,0.55,1.37e-18,8.5e-17
"PLA-platelet.free","CD4.T.cells","B.cells","ANXA1","DYSF",0.252,5.02,2.636,6.27e-06,2.79e-05,2.36e-18,1.41e-16
"PLA-platelet.free","CD4.T.cells","B.cells","CCL5","CCR1",1.55,3.72,2.635,1.11e-18,6.94e-17,9.05e-15,3e-13
"PLA-platelet.free","NK.cells","Monocytes","THBS1","ITGA2B",1.14,4.13,2.635,2.36e-07,3.81e-05,1.99e-29,1.74e-25
