"CCI","ER_CELLTYPES","LRI","NCELLS_EMITTER_platelet-free","NCELLS_EMITTER_PLA","NCELLS_RECEIVER_platelet-free","NCELLS_RECEIVER_PLA","CCI_SCORE_platelet-free","CCI_SCORE_PLA","P_VALUE_platelet-free","BH_P_VALUE_platelet-free","P_VALUE_PLA","BH_P_VALUE_PLA","LOGFC","P_VALUE_DE","BH_P_VALUE_DE","IS_CCI_DETECTED_platelet-free","IS_CCI_DETECTED_PLA","REGULATION","neg_log10_padj"
"B cells_Monocytes_TYROBP:TREM1","B cells_Monocytes","TYROBP:TREM1",20788,488,3479,20992,0.627943224997801,3.33722515419079,0.762,1,0.001,0.00193216569363358,1.67044519218637,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_Monocytes_VCAN:TLR2","B cells_Monocytes","VCAN:TLR2",20788,488,3479,20992,0.52276253610576,2.91311919322954,0,0,0,0,1.71785235471792,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_Monocytes_YBX1:NOTCH1","B cells_Monocytes","YBX1:NOTCH1",20788,488,3479,20992,1.62192348027457,1.57254739763462,0,0,0,0,-0.0309159277058911,0.338,0.377062600321027,TRUE,TRUE,"FLAT",0.423586541791401
"B cells_NK cells_ADAM17:ITGB1","B cells_NK cells","ADAM17:ITGB1",20788,488,31768,2443,0.778168740428456,0.96295949829537,0.004,0.00662220104811815,0.319,0.534100216815225,0.213067962396757,0.01,0.0136247794550088,TRUE,FALSE,"FLAT",1.86567051894107
"B cells_NK cells_ADAM28:ITGA4","B cells_NK cells","ADAM28:ITGA4",20788,488,31768,2443,1.75092837522218,1.05050255565861,0,0,0,0,-0.510877473294876,0,0,TRUE,TRUE,"DOWN",307.652655568589
"B cells_NK cells_APP:APLP2","B cells_NK cells","APP:APLP2",20788,488,31768,2443,0.714908975022838,1.48506426767945,0,0,0.02,0.0366561181434599,0.731058101269623,0,0,TRUE,TRUE,"UP",307.652655568589
"B cells_NK cells_APP:CD74","B cells_NK cells","APP:CD74",20788,488,31768,2443,3.38089620632512,4.53681577039124,1,1,0.007,0.0131379962192817,0.294084569666952,0,0,FALSE,TRUE,"FLAT",307.652655568589
"B cells_NK cells_APP:LRP10","B cells_NK cells","APP:LRP10",20788,488,31768,2443,0.696536110889671,1.14595824693096,0,0,0,0,0.497876824776121,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_NK cells_APP:PTGER2","B cells_NK cells","APP:PTGER2",20788,488,31768,2443,0.742919039252059,1.20861845183375,0,0,0,0,0.486646136811529,0,0,TRUE,TRUE,"UP",307.652655568589
"B cells_NK cells_APP:RPSA","B cells_NK cells","APP:RPSA",20788,488,31768,2443,2.234071714188,3.37813080709267,0.901,1,0,0,0.413496739492555,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_NK cells_APP:SORL1","B cells_NK cells","APP:SORL1",20788,488,31768,2443,0.626224224020791,1.10050847252448,0,0,0,0,0.563819107428642,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_NK cells_ARF6:SMAP1","B cells_NK cells","ARF6:SMAP1",20788,488,31768,2443,1.09351124906157,1.0014146978147,0,0,0.02,0.0366561181434599,-0.0879801502169041,0.02,0.0264158114785253,TRUE,TRUE,"FLAT",1.57813604349559
"B cells_NK cells_B2M:CD247","B cells_NK cells","B2M:CD247",20788,488,31768,2443,24.4611694849686,25.4663598306523,0,0,0,0,0.0402714176401334,0.007,0.0096585269009331,TRUE,TRUE,"FLAT",2.01508910625334
"B cells_NK cells_B2M:HLA-F","B cells_NK cells","B2M:HLA-F",20788,488,31768,2443,16.1401101142103,15.9551181188629,1,1,0,0,-0.0115278223069339,0.431,0.470464897125805,FALSE,TRUE,"FLAT",0.327472775112996
"B cells_NK cells_B2M:KIR2DL1","B cells_NK cells","B2M:KIR2DL1",20788,488,31768,2443,6.45239579488084,6.42626062745848,0,0,0,0,-0.00405868476371362,0.896,0.911475409836066,TRUE,TRUE,"FLAT",0.0402550434287095
"B cells_NK cells_B2M:KIR2DL3","B cells_NK cells","B2M:KIR2DL3",20788,488,31768,2443,7.37309152220436,7.08832286881289,0,0,0,0,-0.0393883283527418,0.208,0.240252617583513,TRUE,TRUE,"FLAT",0.61933187193878
"B cells_NK cells_B2M:KIR3DL1","B cells_NK cells","B2M:KIR3DL1",20788,488,31768,2443,8.54668691756011,8.97897495143686,0,0,0,0,0.049342015020974,0.091,0.111405672009864,TRUE,TRUE,"FLAT",0.953092697314205
"B cells_NK cells_B2M:KLRC1","B cells_NK cells","B2M:KLRC1",20788,488,31768,2443,8.35128089297804,8.92990306616701,0,0,0,0,0.0669906125221919,0.059,0.0741500904159132,TRUE,TRUE,"FLAT",1.12988831507244
"B cells_NK cells_B2M:KLRC2","B cells_NK cells","B2M:KLRC2",20788,488,31768,2443,6.20194084527295,6.19708735232394,0,0,0,0,-0.000782882838809317,0.99,0.990855414746544,TRUE,TRUE,"FLAT",0.00398971298077172
"B cells_NK cells_B2M:KLRD1","B cells_NK cells","B2M:KLRD1",20788,488,31768,2443,21.9088122562748,21.4356037013959,0,0,0,0,-0.0218356780822783,0.144,0.170726714431934,TRUE,TRUE,"FLAT",0.767698517417053
"B cells_NK cells_B2M:LILRB1","B cells_NK cells","B2M:LILRB1",20788,488,31768,2443,9.26312593132941,8.29123460091422,0,0,1,1,-0.110842680684238,0,0,TRUE,FALSE,"FLAT",307.652655568589
"B cells_NK cells_B2M:LILRB2","B cells_NK cells","B2M:LILRB2",20788,488,31768,2443,9.46163119354854,7.95574191067096,0,0,1,1,-0.173350877925296,0,0,TRUE,FALSE,"FLAT",307.652655568589
"B cells_NK cells_BAG6:NCR3","B cells_NK cells","BAG6:NCR3",20788,488,31768,2443,1.00926048521487,1.05275763551521,0,0,0,0,0.042195171144599,0.463,0.503575899843505,TRUE,TRUE,"FLAT",0.297935062550333
"B cells_NK cells_BTLA:CD247","B cells_NK cells","BTLA:CD247",20788,488,31768,2443,2.82058189822073,1.88185523694172,0,0,0,0,-0.404685092142679,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_NK cells_BTLA:TNFRSF14","B cells_NK cells","BTLA:TNFRSF14",20788,488,31768,2443,1.31389073042912,0.816456054170215,0,0,0,0,-0.475774948860253,0,0,TRUE,TRUE,"DOWN",307.652655568589
"B cells_NK cells_CALR:HLA-F","B cells_NK cells","CALR:HLA-F",20788,488,31768,2443,3.07950464780238,2.97787094598052,0.003,0.0049785100286533,0,0,-0.0335601578951637,0.355,0.394066443060214,TRUE,TRUE,"FLAT",0.404430546139908
"B cells_NK cells_CALR:LRP1","B cells_NK cells","CALR:LRP1",20788,488,31768,2443,1.20211765652874,1.71874377682129,0,0,1,1,0.357508946377642,0,0,TRUE,FALSE,"FLAT",307.652655568589
"B cells_NK cells_CD48:CD244","B cells_NK cells","CD48:CD244",20788,488,31768,2443,1.27362402798732,1.42552857671141,0,0,0,0,0.112676273842167,0.001,0.00147183396865735,TRUE,TRUE,"FLAT",2.83214117815259
"B cells_NK cells_CD55:ADGRE5","B cells_NK cells","CD55:ADGRE5",20788,488,31768,2443,2.17567328547934,2.07535002344813,0,0,0,0,-0.0472083477242544,0.185,0.215693675557792,TRUE,TRUE,"FLAT",0.66616258883635
"B cells_NK cells_CD72:SEMA4D","B cells_NK cells","CD72:SEMA4D",20788,488,31768,2443,1.32424731309251,0.898642428987573,0,0,0,0,-0.387714299130159,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_NK cells_CD99:CD81","B cells_NK cells","CD99:CD81",20788,488,31768,2443,3.13726986904007,4.59721014017507,1,1,0,0,0.382096674983892,0,0,FALSE,TRUE,"FLAT",307.652655568589
"B cells_NK cells_CD99:CD99","B cells_NK cells","CD99:CD99",20788,488,31768,2443,3.7907428562815,6.21858918877117,1,1,0,0,0.494981058314428,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_NK cells_CFP:NCR1","B cells_NK cells","CFP:NCR1",20788,488,31768,2443,0.15675791051781,0.741882952421081,1,1,0,0,1.55448884059791,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_NK cells_CLEC2B:KLRF1","B cells_NK cells","CLEC2B:KLRF1",20788,488,31768,2443,1.1980461949241,1.24213772171874,0,0,0,0,0.0361418054292502,0.559,0.59954475308642,TRUE,TRUE,"FLAT",0.222178393394056
"B cells_NK cells_DUSP18:ITGB1","B cells_NK cells","DUSP18:ITGB1",20788,488,31768,2443,0.444017417990929,0.734302039756237,1,1,0.004,0.00757699645680022,0.503056650905748,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_NK cells_F13A1:ITGA4","B cells_NK cells","F13A1:ITGA4",20788,488,31768,2443,0.347706171331521,2.26009114832805,1,1,0,0,1.87180263470322,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_NK cells_F13A1:ITGB1","B cells_NK cells","F13A1:ITGB1",20788,488,31768,2443,0.382824604787215,2.85944896237972,1,1,0,0,2.01080728141209,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_NK cells_FAM3C:CLEC2D","B cells_NK cells","FAM3C:CLEC2D",20788,488,31768,2443,0.75089991682949,0.514661143631192,0,0,0,0,-0.377763665772245,0,0,TRUE,FALSE,"FLAT",307.652655568589
"B cells_NK cells_FAM3C:HLA-C","B cells_NK cells","FAM3C:HLA-C",20788,488,31768,2443,5.95852351825803,4.31773030431819,0,0,0,0,-0.322092846880688,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_NK cells_FAM3C:KIR2DL3","B cells_NK cells","FAM3C:KIR2DL3",20788,488,31768,2443,0.764893643529113,0.534802483861434,0,0,0,0,-0.357839306409814,0,0,TRUE,FALSE,"FLAT",307.652655568589
"B cells_NK cells_FAM3C:LAMP1","B cells_NK cells","FAM3C:LAMP1",20788,488,31768,2443,1.1296968246887,0.85453443695127,0,0,0,0,-0.279147776525466,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_NK cells_GRN:TNFRSF1A","B cells_NK cells","GRN:TNFRSF1A",20788,488,31768,2443,1.11622128189396,2.32604266357752,0,0,0.995,1,0.734219270394052,0,0,TRUE,FALSE,"UP",307.652655568589
"B cells_NK cells_GRN:TNFRSF1B","B cells_NK cells","GRN:TNFRSF1B",20788,488,31768,2443,1.5745244469373,3.0467772919297,0,0,1,1,0.660131118167639,0,0,TRUE,FALSE,"UP",307.652655568589
"B cells_NK cells_HLA-A:KIR2DL1","B cells_NK cells","HLA-A:KIR2DL1",20788,488,31768,2443,2.84112090882096,2.92429633409902,0,0,0,0,0.0288552216939637,0.47,0.510470385997812,TRUE,TRUE,"FLAT",0.29202944764326
"B cells_NK cells_HLA-A:KIR2DL3","B cells_NK cells","HLA-A:KIR2DL3",20788,488,31768,2443,3.24652193577536,3.22557048053895,0,0,0,0,-0.00647442189506447,0.851,0.870924753350022,TRUE,TRUE,"FLAT",0.0600193657920437
"B cells_NK cells_HLA-A:KIR3DL1","B cells_NK cells","HLA-A:KIR3DL1",20788,488,31768,2443,3.76327982264997,4.08591948827294,0,0,0,0,0.0822559214786516,0.009,0.0123105687856721,TRUE,TRUE,"FLAT",1.90972188088086
"B cells_NK cells_HLA-A:KIR3DL2","B cells_NK cells","HLA-A:KIR3DL2",20788,488,31768,2443,3.60946727284782,3.70604191888963,0,0,0,0,0.0264042472794831,0.377,0.416425619834711,TRUE,TRUE,"FLAT",0.380462559155342
"B cells_NK cells_HLA-A:LILRA1","B cells_NK cells","HLA-A:LILRA1",20788,488,31768,2443,2.24740426226923,2.10148347648328,0,0,1,1,-0.0671323763162369,0.106,0.128412062053338,TRUE,FALSE,"FLAT",0.891394180027557
"B cells_NK cells_HLA-A:LILRB1","B cells_NK cells","HLA-A:LILRB1",20788,488,31768,2443,4.07874247042026,3.77296041262451,0,0,1,1,-0.0779287742265603,0.004,0.00562753036437247,TRUE,FALSE,"FLAT",2.24968215300557
"B cells_NK cells_HLA-A:LILRB2","B cells_NK cells","HLA-A:LILRB2",20788,488,31768,2443,4.16614836877653,3.62029308382005,0,0,1,1,-0.140436971467619,0,0,TRUE,FALSE,"FLAT",307.652655568589
"B cells_NK cells_HLA-B:KIR2DL3","B cells_NK cells","HLA-B:KIR2DL3",20788,488,31768,2443,5.46360295129461,5.07467930383439,0,0,0,0,-0.073845121751933,0.024,0.0314301865460712,TRUE,TRUE,"FLAT",1.50265304132767
"B cells_NK cells_HLA-B:KIR3DL1","B cells_NK cells","HLA-B:KIR3DL1",20788,488,31768,2443,6.33325976301074,6.42823686209077,0,0,0,0,0.014885221621783,0.624,0.662511457378552,TRUE,TRUE,"FLAT",0.178806606699448
"B cells_NK cells_HLA-B:KIR3DL2","B cells_NK cells","HLA-B:KIR3DL2",20788,488,31768,2443,6.07440714544958,5.83058852330193,0,0,0,0,-0.0409664525773857,0.161,0.189588275160962,TRUE,TRUE,"FLAT",0.722188524541977
"B cells_NK cells_HLA-B:KLRD1","B cells_NK cells","HLA-B:KLRD1",20788,488,31768,2443,16.2348522247768,15.3461991619023,0,0,0,0,-0.0562924714814695,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_NK cells_HLA-B:LILRA1","B cells_NK cells","HLA-B:LILRA1",20788,488,31768,2443,3.78217822118418,3.30619181003845,0,0,1,1,-0.134503076173105,0.001,0.00147183396865735,TRUE,FALSE,"FLAT",2.83214117815259
"B cells_NK cells_HLA-B:LILRB1","B cells_NK cells","HLA-B:LILRB1",20788,488,31768,2443,6.86415488322786,5.93586909219635,0,0,1,1,-0.145299474083429,0,0,TRUE,FALSE,"FLAT",307.652655568589
"B cells_NK cells_HLA-B:LILRB2","B cells_NK cells","HLA-B:LILRB2",20788,488,31768,2443,7.01125110917892,5.69568282482753,0,0,1,1,-0.207807671324487,0,0,TRUE,FALSE,"FLAT",307.652655568589
"B cells_NK cells_HLA-C:KIR2DL1","B cells_NK cells","HLA-C:KIR2DL1",20788,488,31768,2443,3.22477005157264,3.23588630861578,0,0,0,0,0.0034412194035034,0.936,0.946210909090909,TRUE,TRUE,"FLAT",0.0240120491740811
"B cells_NK cells_HLA-C:KIR2DL3","B cells_NK cells","HLA-C:KIR2DL3",20788,488,31768,2443,3.68491417516148,3.56926185412295,0,0,0,0,-0.0318884241855249,0.342,0.380974515146658,TRUE,TRUE,"FLAT",0.419104074984114
"B cells_NK cells_HLA-C:KIR3DL1","B cells_NK cells","HLA-C:KIR3DL1",20788,488,31768,2443,4.27145216878694,4.52128287275044,0,0,0,0,0.0568419191881912,0.069,0.0858485499462943,TRUE,TRUE,"FLAT",1.06626703603762
"B cells_NK cells_HLA-C:LILRA1","B cells_NK cells","HLA-C:LILRA1",20788,488,31768,2443,2.55088121601629,2.32540099648611,0,0,1,1,-0.0925463786066971,0.021,0.0276630022744503,TRUE,FALSE,"FLAT",1.55810068755029
"B cells_NK cells_HLA-C:LILRB1","B cells_NK cells","HLA-C:LILRB1",20788,488,31768,2443,4.62951313541494,4.17497734405312,0,0,1,1,-0.103342776517021,0,0,TRUE,FALSE,"FLAT",307.652655568589
"B cells_NK cells_HLA-C:LILRB2","B cells_NK cells","HLA-C:LILRB2",20788,488,31768,2443,4.72872183944263,4.00604298767794,0,0,1,1,-0.165850973758079,0,0,TRUE,FALSE,"FLAT",307.652655568589
"B cells_NK cells_HLA-DPA1:LAG3","B cells_NK cells","HLA-DPA1:LAG3",20788,488,31768,2443,4.06675720354732,2.66667564104011,0,0,0,0,-0.422013307594549,0,0,TRUE,TRUE,"DOWN",307.652655568589
"B cells_NK cells_HLA-DPB1:LAG3","B cells_NK cells","HLA-DPB1:LAG3",20788,488,31768,2443,3.83015232441776,2.46862577174332,0,0,0,0,-0.439242945695458,0,0,TRUE,TRUE,"DOWN",307.652655568589
"B cells_NK cells_HLA-DQA1:CD4","B cells_NK cells","HLA-DQA1:CD4",20788,488,31768,2443,1.44000609771764,1.15647257117078,0,0,0,0,-0.219272862799638,0,0,FALSE,TRUE,"FLAT",307.652655568589
"B cells_NK cells_HLA-DQA1:LAG3","B cells_NK cells","HLA-DQA1:LAG3",20788,488,31768,2443,2.61792210946866,1.68905121089026,0,0,0,0,-0.438213957514371,0,0,TRUE,TRUE,"DOWN",307.652655568589
"B cells_NK cells_HLA-DQA2:LAG3","B cells_NK cells","HLA-DQA2:LAG3",20788,488,31768,2443,1.17018615582378,0.751529229641367,0,0,0,0,-0.442808019175569,0,0,TRUE,TRUE,"DOWN",307.652655568589
"B cells_NK cells_HLA-DQB1:CD4","B cells_NK cells","HLA-DQB1:CD4",20788,488,31768,2443,1.68673920612295,1.31385053736535,0,0,0.002,0.00382814651611126,-0.249835033993723,0,0,FALSE,TRUE,"FLAT",307.652655568589
"B cells_NK cells_HLA-DQB1:LAG3","B cells_NK cells","HLA-DQB1:LAG3",20788,488,31768,2443,3.06648136255511,1.91890486327673,0,0,0,0,-0.468776128708456,0,0,TRUE,TRUE,"DOWN",307.652655568589
"B cells_NK cells_HLA-DRA:CD4","B cells_NK cells","HLA-DRA:CD4",20788,488,31768,2443,3.42457740621798,2.72607771583482,0,0,0.001,0.00193216569363358,-0.228114237077467,0,0,FALSE,TRUE,"FLAT",307.652655568589
"B cells_NK cells_HLA-DRA:LAG3","B cells_NK cells","HLA-DRA:LAG3",20788,488,31768,2443,6.22586037762931,3.9814907691674,0,0,0,0,-0.4470553317922,0,0,TRUE,TRUE,"DOWN",307.652655568589
"B cells_NK cells_HLA-DRB1:LAG3","B cells_NK cells","HLA-DRB1:LAG3",20788,488,31768,2443,4.21770198799553,2.87482546776935,0,0,0,0,-0.383298461573864,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_NK cells_HLA-DRB5:LAG3","B cells_NK cells","HLA-DRB5:LAG3",20788,488,31768,2443,3.25905821886233,2.23173085238127,0,0,0,0,-0.378660812325034,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_NK cells_HLA-E:KIR3DL1","B cells_NK cells","HLA-E:KIR3DL1",20788,488,31768,2443,3.27718420432837,3.52844228632585,0,0,0,0,0.0738719154860528,0.02,0.0264158114785253,TRUE,TRUE,"FLAT",1.57813604349559
"B cells_NK cells_HLA-E:KLRC1","B cells_NK cells","HLA-E:KLRC1",20788,488,31768,2443,3.20225674490836,3.5091586469358,0,0,0,0,0.0915205129872707,0.017,0.0226427750095822,TRUE,TRUE,"FLAT",1.64507034879581
"B cells_NK cells_HLA-E:KLRC2","B cells_NK cells","HLA-E:KLRC2",20788,488,31768,2443,2.37810309074826,2.43525181707916,0,0,0,0,0.0237470176262695,0.504,0.544843677088194,TRUE,TRUE,"FLAT",0.263728084725852
"B cells_NK cells_HLA-E:KLRD1_KLRC1","B cells_NK cells","HLA-E:KLRD1_KLRC1",20788,488,31768,2443,3.20225674490836,3.5091586469358,0,0,0,0,0.0915205129872707,0.017,0.0226427750095822,TRUE,TRUE,"FLAT",1.64507034879581
"B cells_NK cells_HLA-E:KLRD1_KLRC2","B cells_NK cells","HLA-E:KLRD1_KLRC2",20788,488,31768,2443,2.37810309074826,2.43525181707916,0,0,0,0,0.0237470176262695,0.504,0.544843677088194,TRUE,TRUE,"FLAT",0.263728084725852
"B cells_NK cells_HLA-E:KLRD1_KLRC3","B cells_NK cells","HLA-E:KLRD1_KLRC3",20788,488,31768,2443,4.05690425457214,4.30287107698635,0,0,0,0,0.0588623083249189,0.024,0.0314301865460712,TRUE,TRUE,"FLAT",1.50265304132767
"B cells_NK cells_HLA-E:KLRK1","B cells_NK cells","HLA-E:KLRK1",20788,488,31768,2443,2.21387110490827,2.25316713290262,0,0,0,0,0.0175942266858594,0.589,0.629389606396064,TRUE,TRUE,"FLAT",0.201080433208796
"B cells_NK cells_HLA-F:KIR3DL1","B cells_NK cells","HLA-F:KIR3DL1",20788,488,31768,2443,1.24455067575806,1.23817450778409,0,0,0,0,-0.00513643800350537,0.904,0.918806668616554,TRUE,TRUE,"FLAT",0.0367758613950987
"B cells_NK cells_HLA-F:KIR3DL2","B cells_NK cells","HLA-F:KIR3DL2",20788,488,31768,2443,1.19368347432271,1.1230585041919,0,0,0,0,-0.060988112202674,0.162,0.190701219512195,TRUE,TRUE,"FLAT",0.71964652968224
"B cells_NK cells_HLA-F:LILRB1","B cells_NK cells","HLA-F:LILRB1",20788,488,31768,2443,1.34887702669693,1.14333711547625,0,0,1,1,-0.165321133708717,0,0,TRUE,FALSE,"FLAT",307.652655568589
"B cells_NK cells_HLA-F:LILRB2","B cells_NK cells","HLA-F:LILRB2",20788,488,31768,2443,1.37778294785906,1.09707365011926,0,0,1,1,-0.227829330949776,0,0,TRUE,FALSE,"FLAT",307.652655568589
"B cells_NK cells_HMGB1:CXCR4","B cells_NK cells","HMGB1:CXCR4",20788,488,31768,2443,3.52045292593218,2.71472286863529,1,1,0,0,-0.259899779463783,0,0,FALSE,TRUE,"FLAT",307.652655568589
"B cells_NK cells_HMGB1:HAVCR2","B cells_NK cells","HMGB1:HAVCR2",20788,488,31768,2443,1.65894585088269,1.65285780882713,0,0,0,0,-0.0036765759923548,0.92,0.932885906040269,TRUE,TRUE,"FLAT",0.0301714681581789
"B cells_NK cells_ICAM2:ITGAM_ITGB2","B cells_NK cells","ICAM2:ITGAM_ITGB2",20788,488,31768,2443,0.93773028877392,1.08587470669972,0,0,0.546,0.888688524590164,0.146678753436522,0.001,0.00147183396865735,TRUE,FALSE,"FLAT",2.83214117815259
"B cells_NK cells_ICAM2:ITGB2","B cells_NK cells","ICAM2:ITGB2",20788,488,31768,2443,3.48016817057093,3.60873922038306,0,0,0.003,0.00570763755817137,0.0362778474172887,0.395,0.433963009800822,TRUE,TRUE,"FLAT",0.36254728736313
"B cells_NK cells_ICAM2:ITGB2_ITGAL","B cells_NK cells","ICAM2:ITGB2_ITGAL",20788,488,31768,2443,1.2330002873264,1.16002498561306,0,0,0,0,-0.0610089130046065,0.188,0.219044425817267,TRUE,TRUE,"FLAT",0.659467794152567
"B cells_NK cells_ICAM3:ITGB2_ITGAL","B cells_NK cells","ICAM3:ITGB2_ITGAL",20788,488,31768,2443,1.754826641737,1.59727840542847,0,0,0.414,0.685397808480229,-0.0940688881006065,0.006,0.00831505483549352,TRUE,FALSE,"FLAT",2.08013488238268
"B cells_NK cells_ITGB2:CD226","B cells_NK cells","ITGB2:CD226",20788,488,31768,2443,0.806460155454063,1.76147442362805,1,1,0,0,0.781251985948945,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_NK cells_LGALS3:LAG3","B cells_NK cells","LGALS3:LAG3",20788,488,31768,2443,0.357811274145441,1.18442989858718,1,1,0,0,1.19701115935796,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_NK cells_LGALS9:CD47","B cells_NK cells","LGALS9:CD47",20788,488,31768,2443,1.11059178994962,1.49103100656193,0,0,0,0,0.294574814030376,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_NK cells_LGALS9:HAVCR2","B cells_NK cells","LGALS9:HAVCR2",20788,488,31768,2443,0.518483977226333,0.766974676836331,0,0,0,0,0.39154465993851,0,0,FALSE,TRUE,"FLAT",307.652655568589
"B cells_NK cells_LGALS9:PTPRC","B cells_NK cells","LGALS9:PTPRC",20788,488,31768,2443,2.45141566887996,3.29800001280558,0,0,0.208,0.355621156211562,0.296650546306995,0,0,TRUE,FALSE,"FLAT",307.652655568589
"B cells_NK cells_LGALS9:SORL1","B cells_NK cells","LGALS9:SORL1",20788,488,31768,2443,0.740647814244258,1.11939772822531,0,0,0.996,1,0.413020849105787,0,0,TRUE,FALSE,"UP",307.652655568589
"B cells_NK cells_LRPAP1:SORL1","B cells_NK cells","LRPAP1:SORL1",20788,488,31768,2443,0.892003017836724,1.13297635390793,0,0,0.623,1,0.23913387467368,0,0,TRUE,FALSE,"FLAT",307.652655568589
"B cells_NK cells_LTB:TNFRSF1A","B cells_NK cells","LTB:TNFRSF1A",20788,488,31768,2443,4.51383992268046,3.30407380126451,0,0,0,0,-0.311992023002631,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_NK cells_MIF:CD74_CXCR2","B cells_NK cells","MIF:CD74_CXCR2",20788,488,31768,2443,1.48520277647441,1.50536334620235,0,0,0,0,0.0134829823633279,0.695,0.728434625245061,TRUE,TRUE,"FLAT",0.137609418731781
"B cells_NK cells_MIF:CD74_CXCR4","B cells_NK cells","MIF:CD74_CXCR4",20788,488,31768,2443,3.44281829494927,2.63132106048107,1,1,0.004,0.00757699645680022,-0.268804383310453,0,0,FALSE,TRUE,"FLAT",307.652655568589
"B cells_NK cells_MIF:CXCR2","B cells_NK cells","MIF:CXCR2",20788,488,31768,2443,1.48520277647441,1.50536334620235,0,0,0,0,0.0134829823633279,0.695,0.728434625245061,TRUE,TRUE,"FLAT",0.137609418731781
"B cells_NK cells_MIF:CXCR4","B cells_NK cells","MIF:CXCR4",20788,488,31768,2443,3.44281829494927,2.63132106048107,1,1,0.004,0.00757699645680022,-0.268804383310453,0,0,FALSE,TRUE,"FLAT",307.652655568589
"B cells_NK cells_MYL9:CD69","B cells_NK cells","MYL9:CD69",20788,488,31768,2443,0.327761526653979,2.01158187900255,1,1,0,0,1.81439040493756,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_NK cells_PECAM1:CD38","B cells_NK cells","PECAM1:CD38",20788,488,31768,2443,0.445641384410122,1.02778763881227,0.011,0.0181161137440758,0,0,0.835649289891872,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_NK cells_PF4:LRP1","B cells_NK cells","PF4:LRP1",20788,488,31768,2443,0.193664642015784,2.60081298507791,1,1,0,0,2.59745134788008,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_NK cells_PPBP:CXCR2","B cells_NK cells","PPBP:CXCR2",20788,488,31768,2443,0.335995185300334,3.26693127313902,1,1,0,0,2.27450954429416,0,0,FALSE,TRUE,"UP",307.652655568589
"B cells_NK cells_PTPN6:CLEC12A","B cells_NK cells","PTPN6:CLEC12A",20788,488,31768,2443,1.62908117210817,1.56169582541043,0,0,1,1,-0.0422438593858889,0.287,0.323859392758565,TRUE,FALSE,"FLAT",0.489643502766148
"B cells_NK cells_RPS19:C5AR1","B cells_NK cells","RPS19:C5AR1",20788,488,31768,2443,6.0264784180855,3.94437492957507,0,0,1,1,-0.423872334369086,0,0,TRUE,FALSE,"DOWN",307.652655568589
"B cells_NK cells_RPS27A:ADRB2","B cells_NK cells","RPS27A:ADRB2",20788,488,31768,2443,7.147859790246,5.88641093493396,0,0,0,0,-0.194166518834865,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_NK cells_RPS27A:RIPK1","B cells_NK cells","RPS27A:RIPK1",20788,488,31768,2443,4.2230431325131,3.55319411929531,0,0,0,0,-0.172709038746005,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_NK cells_RPS27A:TGFBR1","B cells_NK cells","RPS27A:TGFBR1",20788,488,31768,2443,5.05672906151721,4.00605261772893,0,0,0,0,-0.232913471855374,0,0,TRUE,TRUE,"FLAT",307.652655568589
"B cells_NK cells_RPS27A:TGFBR2","B cells_NK cells","RPS27A:TGFBR2",20788,488,31768,2443,7.29126817823839,5.58261779359041,0.03,0.0490819209039548,0.997,1,-0.267019687222249,0,0,TRUE,FALSE,"FLAT",307.652655568589
